"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1939","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1940","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1941","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1942","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1943","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1944","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1945","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1946","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1947","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1948","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1949","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1950","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1951","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1952","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1953","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1954","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1955","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1956","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1957","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1958","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1959","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1960","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1961","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1962","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1963","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1964","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1965","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1966","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1967","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1968","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1969","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1970","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1971","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1972","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1973","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1974","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1975","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1976","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","36.7","","","","1"
"1977","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","30.0","","","","1"
"1978","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","40.0","","","","1"
"1979","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","26.0","","","","1"
"1980","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","32.5","","","","1"
"1981","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","45.6","","","","1"
"1982","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","36.5","","","","1"
"1983","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","35.0","","","","1"
"1984","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","26.7","","","","1"
"1985","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","18.8","","","","1"
"1986","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","39.6","","","","1"
"1987","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","31.9","","","","1"
"1988","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","20.6","","","","1"
"1989","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","31.3","","","","1"
"1990","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","34.4","","","","1"
"1991","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","38.1","","","","1"
"1992","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","31.4","","","","1"
"1993","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","42.9","","","","1"
"1994","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","37.3","","","","1"
"1995","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","42.9","","","","1"
"1996","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","35.6","","","","1"
"1997","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","36.0","","","","1"
"1998","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","40.0","","","","1"
"1999","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","51.0","","","","1"
"2000","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","34.0","","","","1"
"2001","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","33.3","","","","1"
"2002","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","44.0","","","","1"
"2003","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","48.2","","","","1"
"2004","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","48.0","","","","1"
"2005","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","56.0","","","","1"
"2006","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","51.3","","","","1"
"2007","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","46.1","","","","1"
"2008","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","52.6","","","","1"
"2009","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","37.7","","","","1"
"2010","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","55.4","","","","1"
"2011","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","53.3","","","","1"
"2012","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","58.5","","","","1"
"2013","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","68.4","","","","1"
"2014","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","58.8","","","","1"
"2015","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","51.9","","","","1"
"2016","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","65.4","","","","1"
"2017","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","61.9","","","","1"
"2018","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","56.8","","","","1"
"2019","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","49.0","","","","1"
"2020","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","65.9","","","","1"
"2021","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","42.4","","","","1"
"1908","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145176","11.2.23","","..","","","1"
"1909","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145176","11.2.23","","..","","","1"
